City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
362,Kingsport,US,36.55,-82.56,78.8,69,40,6.93,scattered clouds
363,Sao Joao Da Barra,BR,-21.64,-41.05,67.44,71,1,3.69,clear sky
364,Celestun,MX,20.87,-90.4,81.12,85,0,11.95,clear sky
365,Pundaguitan,PH,6.37,126.17,82.51,74,94,3.09,light rain
366,Lastoursville,GA,-0.81,12.73,72.68,82,93,3.76,overcast clouds
367,Ancud,CL,-41.87,-73.82,48.0,93,40,9.17,scattered clouds
368,Luzhou,CN,28.87,105.44,86.95,73,100,3.58,overcast clouds
369,Ixtapa,MX,20.7,-105.2,84.2,74,90,4.7,overcast clouds
370,Luganville,VU,-15.53,167.17,75.2,94,75,8.05,light intensity shower rain
371,Kuytun,RU,54.34,101.5,56.77,95,100,15.35,moderate rain
372,Newport,GB,51.59,-3.0,60.01,92,0,7.49,clear sky
373,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,69.8,46,95,13.42,overcast clouds
374,Key Biscayne,US,25.69,-80.16,79.0,88,90,3.36,heavy intensity rain
375,Shakawe,BW,-18.37,21.85,45.16,50,0,3.89,clear sky
376,Trapani,IT,37.83,12.67,80.01,68,0,4.7,clear sky
377,Namibe,AO,-15.2,12.15,65.57,76,0,4.23,clear sky
378,Pampierstad,ZA,-27.78,24.69,40.62,64,0,4.12,clear sky
379,Torbay,CA,47.67,-52.73,59.0,100,90,3.36,fog
380,Saint-Joseph,RE,-21.37,55.62,68.0,72,90,9.17,overcast clouds
381,Ulaanbaatar,MN,47.91,106.88,59.0,77,75,17.9,broken clouds
382,Remontnoye,RU,46.56,43.65,68.0,68,0,2.24,clear sky
383,San Juan,AR,-31.54,-68.54,57.42,31,0,3.85,clear sky
384,Antofagasta,CL,-23.65,-70.4,57.2,76,90,6.93,overcast clouds
385,Namatanai,PG,-3.67,152.43,83.41,75,56,6.78,light rain
386,Benjamin Aceval,PY,-24.97,-57.57,75.2,47,0,9.17,clear sky
387,Pringsewu,ID,-5.36,104.97,88.0,48,85,3.29,overcast clouds
388,Shingu,JP,33.73,135.98,82.4,83,75,9.17,broken clouds
389,Champerico,GT,14.3,-91.92,82.51,73,4,1.39,clear sky
390,San Quintin,MX,30.48,-115.95,72.95,75,1,4.09,clear sky
391,Vuktyl,RU,63.86,57.31,58.78,78,98,7.4,overcast clouds
392,Palaikastron,GR,35.2,26.25,79.65,73,0,17.6,clear sky
393,Tigil,RU,57.8,158.67,65.97,49,11,12.06,few clouds
394,Berdigestyakh,RU,62.1,126.7,81.97,27,2,0.85,clear sky
395,Nantucket,US,41.28,-70.1,69.8,83,1,6.93,clear sky
396,Margate,GB,51.38,1.39,64.99,48,11,5.99,few clouds
397,Severodvinsk,RU,64.56,39.83,51.8,93,90,4.47,light intensity shower rain
398,Hirara,JP,24.8,125.28,82.4,94,75,17.22,light intensity shower rain
399,Saint-Augustin,CA,51.23,-58.65,51.64,94,35,0.49,scattered clouds
400,Atar,MR,20.52,-13.05,94.08,30,0,13.0,clear sky
401,Yankton,US,42.87,-97.4,66.99,82,1,9.17,clear sky
402,Surt,LY,31.21,16.59,78.35,74,0,9.8,clear sky
403,Port Keats,AU,-14.25,129.55,84.34,23,0,6.26,clear sky
404,Kahului,US,20.89,-156.47,84.2,54,40,21.92,scattered clouds
405,Port Hardy,CA,50.7,-127.42,71.6,53,75,14.99,broken clouds
406,Pathein,MM,16.78,94.73,87.19,72,46,16.04,light rain
407,Vincennes,FR,48.85,2.43,64.99,72,100,6.93,overcast clouds
408,Rutana,BI,-3.87,30.1,56.35,68,84,2.44,broken clouds
409,Parrita,CR,9.52,-84.32,73.4,100,64,1.12,broken clouds
410,Port-Gentil,GA,-0.72,8.78,73.92,81,100,10.29,overcast clouds
411,Kieta,PG,-6.22,155.63,83.55,68,15,4.43,light rain
412,Huarmey,PE,-10.07,-78.15,59.76,87,10,7.23,clear sky
413,Karpathos,GR,35.51,27.21,77.0,83,0,17.22,clear sky
414,Banjar,ID,-8.19,114.97,82.4,69,40,12.75,scattered clouds
415,Siderno,IT,38.28,16.3,82.0,72,0,14.0,clear sky
416,Dawlatabad,AF,36.41,64.91,84.56,19,0,2.8,clear sky
417,Alice Springs,AU,-23.7,133.88,75.2,12,0,6.93,clear sky
418,Smithers,CA,54.78,-127.17,71.6,43,20,8.05,few clouds
419,West Plains,US,36.73,-91.85,68.0,88,1,3.02,clear sky
420,Moron,AR,-34.65,-58.62,63.0,87,100,1.99,overcast clouds
421,Copiapo,CL,-27.37,-70.33,50.0,87,0,2.24,clear sky
422,Singkang,MY,2.1,102.8,86.0,70,40,5.82,scattered clouds
423,Nueve De Julio,AR,-35.44,-60.88,62.01,84,93,4.0,overcast clouds
424,Grand Gaube,MU,-20.01,57.66,69.01,85,73,5.99,light rain
425,Sinnamary,GF,5.38,-52.95,77.94,86,100,6.55,moderate rain
426,Manta,EC,-0.95,-80.73,71.6,88,75,8.05,broken clouds
427,Suntar,RU,62.14,117.63,79.07,30,0,7.34,clear sky
428,Havelock,US,34.88,-76.9,84.0,88,1,10.29,clear sky
429,Kemijarvi,FI,66.71,27.43,52.05,75,100,3.89,overcast clouds
430,Vao,NC,-22.67,167.48,67.66,71,40,17.85,scattered clouds
431,Xichang,CN,27.9,102.26,81.64,58,24,1.03,light rain
432,Pindushi,RU,62.92,34.58,52.54,84,9,5.44,clear sky
433,Byron Bay,AU,-28.65,153.62,73.0,60,75,6.93,broken clouds
434,Zhezkazgan,KZ,47.8,67.71,80.6,36,0,13.42,clear sky
435,Goderich,CA,43.75,-81.72,73.0,87,99,1.01,overcast clouds
436,Wajid,SO,3.81,43.25,72.5,73,57,19.17,broken clouds
437,Bowen,AU,-20.02,148.23,75.99,56,1,21.92,clear sky
438,Gainesville,US,29.65,-82.32,78.8,74,1,4.7,clear sky
439,Riyadh,SA,24.69,46.72,95.0,20,54,4.7,broken clouds
440,Kulunda,RU,52.57,78.94,76.91,54,0,7.83,clear sky
441,Port Said,EG,31.26,32.28,77.0,83,0,6.93,clear sky
442,Sur,OM,22.57,59.53,84.0,72,76,8.12,broken clouds
443,Umba,RU,66.69,34.34,51.85,81,28,7.0,scattered clouds
444,Cascais,PT,38.7,-9.42,66.0,89,0,19.62,clear sky
445,Yelizovo,RU,53.19,158.38,69.8,46,96,13.42,overcast clouds
446,Hangu,CN,39.25,117.79,86.0,66,75,4.47,broken clouds
447,Lorengau,PG,-2.02,147.27,82.85,80,11,10.38,light rain
448,Najran,SA,17.49,44.13,80.6,57,40,5.82,scattered clouds
449,Bentiu,SS,9.23,29.83,71.44,96,96,2.04,overcast clouds
450,Maues,BR,-3.38,-57.72,76.89,57,39,1.63,scattered clouds
451,Porto Murtinho,BR,-21.7,-57.88,74.41,39,0,6.38,clear sky
452,Waycross,US,31.21,-82.35,82.4,74,1,4.7,clear sky
453,Wuchi,CN,29.38,103.02,70.36,89,78,2.26,moderate rain
454,Viedma,AR,-40.81,-63.0,51.01,62,41,7.0,scattered clouds
455,Dunedin,NZ,-45.87,170.5,55.0,67,81,8.99,broken clouds
456,Panzhihua,CN,26.59,101.71,86.45,56,32,1.77,light rain
457,Kupang,ID,-10.17,123.58,89.6,35,20,13.87,few clouds
458,Olafsvik,IS,64.89,-23.71,46.83,88,100,19.89,overcast clouds
459,Pochutla,MX,15.74,-96.47,80.01,77,0,3.4,clear sky
460,Eureka,US,40.8,-124.16,60.01,100,21,1.01,few clouds
461,Kofele,ET,7.07,38.78,49.23,99,93,5.82,overcast clouds
462,Lencois Paulista,BR,-22.6,-48.8,57.99,83,0,3.0,clear sky
463,Sept-Iles,CA,50.2,-66.38,59.0,93,5,2.24,clear sky
464,Salinas,US,36.68,-121.66,64.4,82,75,14.99,broken clouds
465,Ivanteyevka,RU,55.97,37.92,59.0,82,40,11.18,scattered clouds
466,Alugan,PH,12.22,125.48,84.54,68,100,6.51,overcast clouds
467,Cartagena,CO,10.4,-75.51,81.36,88,82,8.37,broken clouds
468,Talaya,RU,61.38,152.75,61.97,44,74,8.99,broken clouds
469,Pedasi,PA,7.53,-80.03,80.78,84,94,7.05,overcast clouds
470,Laborie,LC,13.75,-60.98,82.4,83,20,11.41,few clouds
471,Marsa Matruh,EG,31.35,27.25,75.2,88,0,9.17,clear sky
472,Burley,US,42.54,-113.79,82.4,48,1,4.7,clear sky
473,Kilindoni,TZ,-7.91,39.67,75.2,80,16,16.26,light rain
474,Kyren,RU,51.68,102.14,61.59,74,100,2.93,overcast clouds
475,Faya,SA,18.39,42.45,66.2,93,20,6.55,few clouds
476,Maputo,MZ,-25.97,32.59,61.0,93,40,3.36,scattered clouds
477,Talcahuano,CL,-36.72,-73.12,51.8,100,90,4.7,mist
478,Port Hedland,AU,-20.32,118.57,87.8,19,0,9.17,clear sky
479,Zhigalovo,RU,54.81,105.16,64.04,80,100,5.1,overcast clouds
480,Itamaraca,BR,-7.75,-34.83,78.8,74,40,11.41,scattered clouds
481,Nuuk,GL,64.18,-51.72,46.4,100,100,4.7,light snow
482,Herat,AF,34.5,62.0,80.6,21,0,5.77,clear sky
483,Corner Brook,CA,48.97,-57.95,61.0,93,75,5.82,broken clouds
484,High Level,CA,58.52,-117.14,78.8,61,40,8.05,scattered clouds
485,Hasaki,JP,35.73,140.83,90.0,62,20,8.05,few clouds
486,Antalya,TR,36.77,30.72,84.02,59,0,1.57,clear sky
487,Cerro Largo,BR,-28.15,-54.74,61.72,91,0,5.99,clear sky
488,Deulgaon Raja,IN,20.02,76.03,78.8,94,75,5.3,mist
489,Jalingo,NG,8.88,11.37,72.64,89,98,5.32,light rain
490,Santana Do Livramento,BR,-30.89,-55.53,57.76,94,34,7.76,scattered clouds
491,Emba,KZ,48.83,58.14,88.14,15,0,2.95,clear sky
492,Asau,RO,46.43,26.4,55.4,87,15,1.12,few clouds
493,Svetlaya,RU,46.54,138.33,76.8,67,36,16.84,scattered clouds
494,Manokwari,ID,-0.87,134.08,83.59,75,92,6.53,moderate rain
495,Krasnovishersk,RU,60.41,57.08,56.35,94,100,7.07,light rain
496,Kysyl-Syr,RU,63.9,122.76,78.4,31,0,6.11,clear sky
497,Santiago Del Estero,AR,-27.8,-64.26,65.05,48,0,4.92,clear sky
498,Goundam,ML,16.41,-3.67,86.07,57,0,16.02,clear sky
499,Bhadrachalam,IN,17.67,80.88,87.06,76,78,4.9,broken clouds
500,Kaeo,NZ,-35.1,173.78,55.99,3,100,10.0,moderate rain
501,Santa Rosa,PH,14.31,121.11,84.99,86,100,1.01,overcast clouds
502,La Chapelle-Sur-Erdre,FR,47.3,-1.55,59.0,82,75,3.36,broken clouds
503,Guerrero Negro,MX,27.98,-114.06,74.26,72,0,12.68,clear sky
504,Shepetivka,UA,50.19,27.06,52.27,93,1,5.21,clear sky
505,Mabaruma,GY,8.2,-59.78,73.87,98,98,2.42,overcast clouds
506,Bonavista,CA,48.65,-53.11,57.0,76,100,3.0,light rain
507,Ferrandina,IT,40.5,16.45,77.0,69,5,11.41,clear sky
508,Grindavik,IS,63.84,-22.43,48.2,100,75,6.93,light intensity drizzle
509,Moerai,PF,-22.43,-151.33,73.56,79,86,9.75,overcast clouds
510,Miyako,JP,39.64,141.95,76.05,74,93,9.91,light rain
511,Rocha,UY,-34.48,-54.33,51.42,85,100,8.88,overcast clouds
512,Staffanstorp,SE,55.64,13.21,63.0,93,40,6.93,heavy intensity rain
513,Saint-Francois,FR,46.42,3.91,69.8,77,90,4.7,overcast clouds
514,Camacha,PT,33.08,-16.33,69.8,94,75,9.17,light intensity drizzle
515,Tupelo,US,34.26,-88.7,71.6,83,1,4.09,clear sky
516,Belyy Yar,RU,53.6,91.39,64.4,68,40,3.42,scattered clouds
517,Kikwit,CD,-5.04,18.82,78.28,41,84,1.19,broken clouds
518,Pachino,IT,36.72,15.09,75.99,56,0,2.13,clear sky
519,Nouadhibou,MR,20.93,-17.03,73.4,88,40,4.7,thunderstorm
520,Tatawin,TN,32.93,10.45,78.8,36,0,3.36,clear sky
521,Thabazimbi,ZA,-24.59,27.41,41.0,77,0,1.72,clear sky
522,Khandyga,RU,62.67,135.6,79.11,30,12,4.81,few clouds
523,Petrozavodsk,RU,61.78,34.35,53.6,93,40,4.47,scattered clouds
524,Palauig,PH,15.44,119.9,81.19,78,100,5.91,overcast clouds
525,Pskov,RU,57.81,28.35,46.4,93,87,3.33,overcast clouds
526,Ewa Beach,US,21.32,-158.01,86.0,48,20,9.17,few clouds
527,Gamba,GA,-2.65,10.0,71.04,82,71,4.09,broken clouds
528,Ottobrunn,DE,48.06,11.67,68.0,85,99,5.66,overcast clouds
529,Klaksvik,FO,62.23,-6.59,50.0,93,70,13.87,broken clouds
530,Hervey Bay,AU,-25.3,152.85,70.0,56,54,5.99,broken clouds
531,Allapalli,IN,19.42,80.07,89.55,67,78,2.51,broken clouds
532,Axim,GH,4.87,-2.24,73.31,84,10,6.55,clear sky
533,Malibu,US,34.01,-118.81,72.0,92,0,1.32,clear sky
534,Pangoa,PE,-12.12,-73.0,64.85,76,0,2.57,clear sky
535,Bozeman,US,45.68,-111.04,80.6,34,1,6.93,clear sky
536,Gold Coast,AU,-28.0,153.43,72.0,52,0,11.41,clear sky
537,Doha,QA,25.29,51.53,96.8,71,14,4.7,few clouds
538,Shimoda,JP,34.67,138.95,82.4,69,40,11.41,scattered clouds
539,Aksehir,TR,38.36,31.42,68.36,59,0,3.11,clear sky
540,Angoche,MZ,-16.23,39.91,71.76,81,94,12.91,overcast clouds
541,Lima,PE,-12.04,-77.03,59.0,87,90,11.41,overcast clouds
542,Marystown,CA,47.17,-55.15,60.71,95,20,9.33,few clouds
543,Omboue,GA,-1.57,9.26,72.72,80,100,4.94,overcast clouds
544,Tommot,RU,58.96,126.29,67.12,56,100,9.33,overcast clouds
545,Borogontsy,RU,62.67,131.17,80.53,28,0,4.5,clear sky
546,Sitka,US,57.05,-135.33,62.6,72,90,17.22,overcast clouds
547,Mehamn,NO,71.04,27.85,48.9,85,96,5.06,overcast clouds
548,Buraydah,SA,26.33,43.98,87.8,29,20,6.93,few clouds
549,Flinders,AU,-34.58,150.86,68.0,52,89,4.0,overcast clouds
550,Ostrovnoy,RU,68.05,39.51,51.3,88,100,17.25,overcast clouds
551,Anloga,GH,5.79,0.9,75.2,88,20,5.82,few clouds
552,Kasempa,ZM,-13.46,25.83,44.89,74,0,6.62,clear sky
553,Nizhniy Odes,RU,63.64,54.86,55.78,89,90,3.47,overcast clouds
554,Gweta,BW,-20.18,25.23,48.81,58,0,7.16,clear sky
555,Kamenka,RU,51.32,42.77,57.45,89,13,4.56,few clouds
556,Naze,JP,28.37,129.48,87.8,70,20,6.93,few clouds
557,Changping,CN,40.22,116.22,93.99,58,0,4.47,clear sky
558,Cap Malheureux,MU,-19.98,57.61,69.01,85,68,5.99,broken clouds
559,Gorshechnoye,RU,51.52,38.04,54.93,92,12,6.53,few clouds
560,Jahanabad,IN,25.22,84.98,86.0,79,75,4.7,mist
561,Rio Gallegos,AR,-51.62,-69.22,30.2,100,88,8.05,overcast clouds
562,Truckee,US,39.33,-120.18,68.0,33,1,3.36,clear sky
563,Novyy Urengoy,RU,66.08,76.63,62.1,83,100,9.89,overcast clouds
564,Maravilha,BR,-26.76,-53.17,63.0,71,0,3.83,clear sky
565,Benoy,TD,8.98,16.32,72.93,91,100,6.6,light rain
566,Igrim,RU,63.19,64.42,66.0,61,51,6.13,broken clouds
567,Marawi,PH,8.0,124.29,82.99,77,100,3.0,light rain
568,Adrar,MR,20.5,-10.07,93.76,11,0,7.96,clear sky
569,Beira,MZ,-19.84,34.84,68.0,77,20,5.82,few clouds
570,Yuzhnyy,RU,53.25,83.69,73.4,46,39,6.71,scattered clouds
571,Manzhouli,CN,49.6,117.43,78.85,45,99,11.12,overcast clouds
572,Puerto Suarez,BO,-18.95,-57.8,72.97,40,0,2.86,clear sky
573,Changji,CN,44.02,87.32,84.2,21,3,4.47,clear sky
574,Meulaboh,ID,4.14,96.13,86.04,58,98,2.21,overcast clouds
575,Santa Cruz Del Sur,CU,20.71,-78.0,82.31,83,94,12.35,moderate rain
576,Sao Raimundo Nonato,BR,-9.02,-42.7,68.0,73,6,4.72,clear sky
577,Roma,US,43.21,-75.46,71.6,73,1,3.36,clear sky
578,Comodoro Rivadavia,AR,-45.87,-67.5,51.8,50,0,26.4,clear sky
579,Salalah,OM,17.02,54.09,80.6,94,40,2.24,scattered clouds
580,Milkovo,RU,54.72,158.62,69.3,51,79,2.3,broken clouds
581,Lake City,US,30.19,-82.64,78.8,74,40,4.7,scattered clouds
582,Taguatinga,BR,-12.39,-46.57,68.58,51,0,6.46,clear sky
583,Inhambane,MZ,-23.86,35.38,62.62,77,34,6.96,scattered clouds
584,Zalantun,CN,48.0,122.72,84.63,54,59,7.96,broken clouds
585,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,72.66,94,88,1.52,light rain
586,Butka,RU,56.72,63.79,74.12,67,91,11.79,overcast clouds
587,Abaete,BR,-19.16,-45.45,62.62,72,62,4.16,broken clouds
588,Cobija,BO,-11.03,-68.77,70.07,53,0,2.46,clear sky
589,Sungai Padi,TH,6.09,101.88,86.0,74,20,5.82,few clouds
590,Ozernovskiy,RU,51.5,156.52,53.91,88,100,4.54,overcast clouds
591,Flin Flon,CA,54.77,-101.86,61.48,57,0,5.03,clear sky
592,Petropavlivka,UA,48.46,36.44,59.61,79,0,7.54,clear sky
593,Imeni Babushkina,RU,59.76,43.13,52.12,76,0,5.99,clear sky
594,Pucallpa,PE,-8.38,-74.55,72.45,68,8,1.41,clear sky
595,Whitehorse,CA,60.72,-135.05,68.0,34,75,19.46,broken clouds
596,Ridgecrest,US,35.62,-117.67,100.0,7,75,13.87,broken clouds
597,Khalkhal,IR,37.62,48.53,67.86,58,0,2.66,clear sky
598,Camana,PE,-16.62,-72.71,58.33,75,43,6.6,scattered clouds
599,Atherton,GB,53.52,-2.49,57.0,86,72,5.39,light rain
600,Srednekolymsk,RU,67.45,153.68,60.6,49,72,4.45,broken clouds
601,Sal Rei,CV,16.18,-22.92,77.0,83,40,5.82,scattered clouds
602,Caravelas,BR,-17.71,-39.25,67.84,87,22,4.36,light rain
603,Oranjestad,AW,12.52,-70.03,84.2,79,20,19.46,few clouds
604,Kampene,CD,-3.6,26.67,71.31,62,47,0.98,scattered clouds
605,Siuna,NI,13.73,-84.78,74.66,95,81,2.75,broken clouds
606,Pemangkat,ID,1.17,108.97,86.0,67,69,6.82,broken clouds
607,Chaibasa,IN,22.57,85.82,84.2,83,75,4.7,haze
608,Cagsiay,PH,14.22,121.75,83.7,68,100,3.09,overcast clouds
609,Coripata,BO,-16.3,-67.6,33.8,34,54,3.36,broken clouds
610,Coihaique,CL,-45.58,-72.07,39.2,86,90,4.7,overcast clouds
611,Terra Santa,BR,-2.1,-56.49,77.47,63,1,1.43,clear sky
612,Maceio,BR,-9.67,-35.74,69.8,100,75,10.67,broken clouds
613,Mikhaylovka,RU,50.06,43.24,61.5,73,0,5.68,clear sky
614,Khandbari,NP,27.37,87.2,84.58,62,55,3.13,light rain
615,Mount Gambier,AU,-37.83,140.77,59.0,58,75,9.17,broken clouds
616,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,75.69,78,21,2.17,few clouds
617,Humboldt,US,40.67,-123.92,60.01,1,9,3.0,clear sky
618,Hamilton,US,39.18,-84.53,73.4,94,40,6.93,scattered clouds
619,Verkhnevilyuysk,RU,63.45,120.32,78.06,34,0,5.75,clear sky
620,Mackay,AU,-21.15,149.2,73.4,64,26,18.34,scattered clouds
621,Loukhi,RU,66.08,33.04,50.83,92,97,4.18,overcast clouds
622,Murgab,TM,37.5,61.97,71.6,53,0,6.93,clear sky
623,Arman,RU,59.7,150.17,63.27,50,34,8.52,scattered clouds
624,Peachland,CA,49.77,-119.74,89.6,37,1,16.11,clear sky
625,Mayo,US,38.89,-76.51,82.4,78,75,13.87,broken clouds
626,Moose Factory,CA,51.26,-80.61,50.0,87,90,6.93,overcast clouds
627,Uniontown,US,39.9,-79.72,70.0,68,48,4.32,light rain
628,San Andres,CO,12.58,-81.7,82.4,83,20,4.7,few clouds
629,Port Blair,IN,11.67,92.75,83.61,79,100,23.17,light rain
630,Murray Bridge,AU,-35.12,139.27,63.0,82,91,1.99,overcast clouds
631,Roald,NO,62.58,6.13,60.8,87,89,10.29,light rain
632,Sun City West,US,33.66,-112.34,105.8,21,1,11.41,clear sky
633,Inirida,CO,3.87,-67.92,72.25,95,44,0.67,scattered clouds
634,Teguldet,RU,57.31,88.17,73.4,45,14,2.77,few clouds
635,Green River,US,41.53,-109.47,75.2,22,1,21.92,clear sky
636,Chernyshevskiy,RU,63.01,112.47,74.95,37,0,7.25,clear sky
637,Pontes E Lacerda,BR,-15.23,-59.34,71.64,39,0,3.67,clear sky
638,Trinidad,BO,-14.83,-64.9,71.31,54,0,2.86,clear sky
639,Emerald,AU,-23.53,148.17,75.2,33,0,10.29,clear sky
640,Dicabisagan,PH,17.08,122.42,87.15,60,100,3.94,overcast clouds
641,Portree,GB,57.41,-6.19,51.01,89,98,4.0,light rain
642,Umm Lajj,SA,25.02,37.27,89.51,57,0,15.23,clear sky
643,Miyazu,JP,35.53,135.18,86.0,74,75,2.24,broken clouds
644,Mangan,IN,27.52,88.53,86.36,50,96,4.5,light rain
645,Kitimat,CA,54.05,-128.65,66.2,63,75,6.93,broken clouds
646,Cumana,VE,10.46,-64.18,89.6,66,84,6.93,moderate rain
647,Santa Maria,BR,-29.68,-53.81,60.31,90,0,4.85,clear sky
648,Basavana Bagevadi,IN,16.58,75.97,79.21,77,65,15.61,broken clouds
649,Kitaibaraki,JP,36.78,140.75,81.0,75,40,7.85,scattered clouds
650,Ladybrand,ZA,-29.19,27.46,36.03,76,0,3.0,clear sky
651,Balkhash,KZ,46.84,74.98,80.6,32,100,26.84,overcast clouds
652,Barra Patuca,HN,15.8,-84.28,80.44,85,0,3.56,clear sky
653,Rawah,IQ,34.48,41.91,83.46,38,0,13.31,clear sky
654,Limoeiro Do Ajuru,BR,-1.9,-49.38,77.94,79,68,6.73,broken clouds
655,Aguililla,MX,18.73,-102.73,68.76,87,58,3.31,broken clouds
656,Tanout,NE,14.97,8.89,83.71,52,91,16.37,light rain
657,Tessalit,ML,20.2,1.01,90.01,36,0,12.46,clear sky
658,Peno,RU,56.93,32.74,50.29,86,33,5.37,scattered clouds
659,Walvis Bay,NA,-22.96,14.51,71.2,22,0,14.9,clear sky
660,Karasburg,NA,-28.02,18.75,58.28,30,0,12.44,clear sky
661,Kurilsk,RU,45.23,147.88,67.48,73,100,7.7,overcast clouds
662,Kenai,US,60.55,-151.26,60.8,87,90,5.82,light rain
663,Bilma,NE,18.69,12.92,88.86,40,94,9.51,overcast clouds
664,Lasa,IT,46.62,10.7,61.0,93,40,3.36,scattered clouds
665,Waingapu,ID,-9.66,120.26,83.52,48,0,12.01,clear sky
666,Burtunay,RU,42.99,46.63,59.34,92,92,3.15,overcast clouds
667,Jutai,BR,-5.18,-68.9,72.28,72,91,0.6,overcast clouds
668,Leh,IN,34.17,77.58,63.01,37,1,6.02,clear sky
669,Lubango,AO,-14.92,13.49,54.93,43,9,3.44,clear sky
670,Deputatskiy,RU,69.3,139.9,63.37,47,8,6.13,clear sky
671,Diego De Almagro,CL,-26.37,-70.05,49.3,66,0,0.09,clear sky
672,Acarau,BR,-2.89,-40.12,76.87,87,71,12.8,broken clouds
673,Ola,RU,59.58,151.28,61.41,56,79,10.71,broken clouds
674,Ambilobe,MG,-13.2,49.05,68.88,70,0,4.18,clear sky
675,Shenjiamen,CN,29.96,122.3,82.94,84,49,16.2,scattered clouds
676,Tromso,NO,69.65,18.96,51.8,87,3,9.17,clear sky
677,Dayong,CN,25.02,118.29,91.4,63,75,6.71,broken clouds
678,Tiznit,MA,29.58,-9.5,77.34,41,3,1.14,clear sky
679,Tynda,RU,55.17,124.72,65.66,69,86,8.79,overcast clouds
680,Ketchikan,US,55.34,-131.65,60.8,87,90,11.41,light rain
681,Quatre Cocos,MU,-20.21,57.76,69.01,94,75,11.41,shower rain
682,Kemin,KG,42.78,75.69,72.34,54,97,2.51,overcast clouds
683,Mon,IN,26.75,95.1,87.53,57,5,3.83,clear sky
684,Doctor Arroyo,MX,23.67,-100.18,68.22,72,61,0.49,light rain
685,Shenzhen,CN,22.55,114.07,84.99,83,75,8.95,heavy intensity shower rain
686,Mayuge,UG,0.46,33.48,63.36,83,59,3.96,broken clouds
687,Stornoway,GB,58.21,-6.39,51.01,100,92,1.12,overcast clouds
688,High Rock,BS,26.62,-78.28,83.01,81,100,38.68,moderate rain
689,Victoria Point,AU,-27.58,153.3,73.99,49,1,1.01,clear sky
690,Half Moon Bay,US,37.46,-122.43,66.2,93,90,5.82,mist
691,Taltal,CL,-25.4,-70.48,54.97,72,15,3.56,few clouds
692,Perth,AU,-31.93,115.83,63.0,63,75,3.89,broken clouds
693,Sobolevo,RU,54.43,31.9,53.2,92,72,9.44,broken clouds
694,Todos Santos,MX,23.45,-110.22,79.0,75,0,2.73,clear sky
695,Grong,NO,64.47,12.31,61.02,69,0,2.39,clear sky
696,Sao Francisco,BR,-15.95,-44.86,66.25,60,60,5.73,broken clouds
