City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
519,Nouadhibou,MR,73.4,thunderstorm,20.93,-17.03,El Medina
520,Tatawin,TN,78.8,clear sky,32.93,10.45,Sangho Privilege Tataouine
522,Khandyga,RU,79.11,few clouds,62.67,135.6,Apel'sin
524,Palauig,PH,81.19,overcast clouds,15.44,119.9,Myhousebythesea
526,Ewa Beach,US,86.0,few clouds,21.32,-158.01,Hampton Inn & Suites Oahu/Kapolei
527,Gamba,GA,71.04,broken clouds,-2.65,10.0,
528,Ottobrunn,DE,68.0,overcast clouds,48.06,11.67,Mercure Hotel Muenchen Neuperlach Sued
530,Hervey Bay,AU,70.0,broken clouds,-25.3,152.85,Shelly Bay Resort
531,Allapalli,IN,89.55,broken clouds,19.42,80.07,Hotel IK Residency
532,Axim,GH,73.31,clear sky,4.87,-2.24,AXIM BEACH RESORT AND SPA
533,Malibu,US,72.0,clear sky,34.01,-118.81,Malibu Country Inn
535,Bozeman,US,80.6,clear sky,45.68,-111.04,Homewood Suites by Hilton Bozeman
536,Gold Coast,AU,72.0,clear sky,-28.0,153.43,Mantra Towers of Chevron Surfers Paradise
538,Shimoda,JP,82.4,scattered clouds,34.67,138.95,Shimoda Tokyu Hotel
539,Aksehir,TR,68.36,clear sky,38.36,31.42,GRAND HOTEL AKŞEHİR
540,Angoche,MZ,71.76,overcast clouds,-16.23,39.91,Guest House HESADA
543,Omboue,GA,72.72,overcast clouds,-1.57,9.26,Hotel Olako
544,Tommot,RU,67.12,overcast clouds,58.96,126.29,Gostinitsa Tommot
545,Borogontsy,RU,80.53,clear sky,62.67,131.17,
548,Buraydah,SA,87.8,few clouds,26.33,43.98,Mövenpick Hotel Qassim
549,Flinders,AU,68.0,overcast clouds,-34.58,150.86,Shellharbour Resort & Conference Centre
551,Anloga,GH,75.2,few clouds,5.79,0.9,Dey Lodge
556,Naze,JP,87.8,few clouds,28.37,129.48,奄美ポートタワーホテル
557,Changping,CN,93.99,clear sky,40.22,116.22,Huachang Hotel
558,Cap Malheureux,MU,69.01,broken clouds,-19.98,57.61,Pereybere Hotel & Spa
560,Jahanabad,IN,86.0,mist,25.22,84.98,TENI BIGHA
562,Truckee,US,68.0,clear sky,39.33,-120.18,Truckee Donner Lodge
565,Benoy,TD,72.93,light rain,8.98,16.32,
566,Igrim,RU,66.0,broken clouds,63.19,64.42,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
567,Marawi,PH,82.99,light rain,8.0,124.29,Salihmaruhom
568,Adrar,MR,93.76,clear sky,20.5,-10.07,
569,Beira,MZ,68.0,few clouds,-19.84,34.84,Beira Terrace Hotel
570,Yuzhnyy,RU,73.4,scattered clouds,53.25,83.69,Golden Horseshoe
571,Manzhouli,CN,78.85,overcast clouds,49.6,117.43,Angala International Youth Hostel
572,Puerto Suarez,BO,72.97,clear sky,-18.95,-57.8,Hotel casa real
573,Changji,CN,84.2,clear sky,44.02,87.32,Lvye Holiday Resort
574,Meulaboh,ID,86.04,overcast clouds,4.14,96.13,Kost Pria
575,Santa Cruz Del Sur,CU,82.31,moderate rain,20.71,-78.0,
576,Sao Raimundo Nonato,BR,68.0,clear sky,-9.02,-42.7,Real Hotel
577,Roma,US,71.6,clear sky,43.21,-75.46,Wingate By Wyndham Rome
579,Salalah,OM,80.6,scattered clouds,17.02,54.09,HAMDAN PLAZA HOTEL
580,Milkovo,RU,69.3,broken clouds,54.72,158.62,"Hotel ""Geologist"""
581,Lake City,US,78.8,scattered clouds,30.19,-82.64,Holiday Inn & Suites Lake City
582,Taguatinga,BR,68.58,clear sky,-12.39,-46.57,
584,Zalantun,CN,84.63,broken clouds,48.0,122.72,GreenTree Alliance Hulunbeier Zhalantun Railway Station Hotel
585,Sao Gabriel Da Cachoeira,BR,72.66,light rain,-0.13,-67.09,Alarne - Área De Lazer Do Alto Rio Negro
586,Butka,RU,74.12,overcast clouds,56.72,63.79,
588,Cobija,BO,70.07,clear sky,-11.03,-68.77,Hotel Obelisco
589,Sungai Padi,TH,86.0,few clouds,6.09,101.88,บ้าน​ลูกบอลกับลูกบาส
594,Pucallpa,PE,72.45,clear sky,-8.38,-74.55,Manish Hotel Ecológico
595,Whitehorse,CA,68.0,broken clouds,60.72,-135.05,Westmark Hotel
597,Khalkhal,IR,67.86,clear sky,37.62,48.53,Khalkhal Tourist Hotel
601,Sal Rei,CV,77.0,scattered clouds,16.18,-22.92,Marine Club Beach Resort
602,Caravelas,BR,67.84,light rain,-17.71,-39.25,Pousada dos Navegantes
603,Oranjestad,AW,84.2,few clouds,12.52,-70.03,Divi Village Golf & Beach Resort
604,Kampene,CD,71.31,scattered clouds,-3.6,26.67,
605,Siuna,NI,74.66,broken clouds,13.73,-84.78,Hotel Kaoba
606,Pemangkat,ID,86.0,broken clouds,1.17,108.97,Kost H.Syamsuddin
607,Chaibasa,IN,84.2,haze,22.57,85.82,Capital O 64608 Hotel Shifa Manor
608,Cagsiay,PH,83.7,overcast clouds,14.22,121.75,JONZKI
611,Terra Santa,BR,77.47,clear sky,-2.1,-56.49,Igreja da paz
612,Maceio,BR,69.8,broken clouds,-9.67,-35.74,Mercure Maceio Pajucara Hotel
614,Khandbari,NP,84.58,light rain,27.37,87.2,नेवारी फाष्टफुड एण्ड लज
616,Santa Isabel Do Rio Negro,BR,75.69,few clouds,-0.41,-65.02,Hotel GSA
618,Hamilton,US,73.4,scattered clouds,39.18,-84.53,Six Acres Bed & Breakfast
619,Verkhnevilyuysk,RU,78.06,clear sky,63.45,120.32,Gostinitsa Mila
620,Mackay,AU,73.4,scattered clouds,-21.15,149.2,International Lodge Motel
622,Murgab,TM,71.6,clear sky,37.5,61.97,
624,Peachland,CA,89.6,clear sky,49.77,-119.74,Wine Stopper B&B
625,Mayo,US,82.4,broken clouds,38.89,-76.51,Resorts Resource Group International
627,Uniontown,US,70.0,light rain,39.9,-79.72,Hampton Inn Uniontown
628,San Andres,CO,82.4,few clouds,12.58,-81.7,Hotel Arena Blanca
629,Port Blair,IN,83.61,light rain,11.67,92.75,Fortune Resort Bay Island
633,Inirida,CO,72.25,scattered clouds,3.87,-67.92,Fuente del Guania Hotel de Lujo
634,Teguldet,RU,73.4,few clouds,57.31,88.17,Gostinitsa Kedr
635,Green River,US,75.2,clear sky,41.53,-109.47,Hampton Inn & Suites Green River
636,Chernyshevskiy,RU,74.95,clear sky,63.01,112.47,Chernyseyskiy
637,Pontes E Lacerda,BR,71.64,clear sky,-15.23,-59.34,Hotel Bressan
638,Trinidad,BO,71.31,clear sky,-14.83,-64.9,Hotel Piesta
639,Emerald,AU,75.2,clear sky,-23.53,148.17,The Irish Village
640,Dicabisagan,PH,87.15,overcast clouds,17.08,122.42,
642,Umm Lajj,SA,89.51,clear sky,25.02,37.27,Moon light Furnished Units
643,Miyazu,JP,86.0,broken clouds,35.53,135.18,Seikiro
644,Mangan,IN,86.36,light rain,27.52,88.53,"Dzongu Lee, Home Stay"
645,Kitimat,CA,66.2,broken clouds,54.05,-128.65,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
646,Cumana,VE,89.6,moderate rain,10.46,-64.18,TIUNA INN HOTEL
648,Basavana Bagevadi,IN,79.21,broken clouds,16.58,75.97,Jagajyothi Basaveshwar Yatri Nivas
649,Kitaibaraki,JP,81.0,scattered clouds,36.78,140.75,Isohara Seaside Hotel
651,Balkhash,KZ,80.6,overcast clouds,46.84,74.98,Family
652,Barra Patuca,HN,80.44,clear sky,15.8,-84.28,
653,Rawah,IQ,83.46,clear sky,34.48,41.91,المملكة الراوية الهاشمية
654,Limoeiro Do Ajuru,BR,77.94,broken clouds,-1.9,-49.38,Kitnet Prof' Alaerce
655,Aguililla,MX,68.76,broken clouds,18.73,-102.73,
656,Tanout,NE,83.71,light rain,14.97,8.89,
657,Tessalit,ML,90.01,clear sky,20.2,1.01,
661,Kurilsk,RU,67.48,overcast clouds,45.23,147.88,Guest House on Kooperativnaya
663,Bilma,NE,88.86,overcast clouds,18.69,12.92,Expeditions Ténére voyages
665,Waingapu,ID,83.52,clear sky,-9.66,120.26,Pondok Wisata Elim
667,Jutai,BR,72.28,overcast clouds,-5.18,-68.9,
672,Acarau,BR,76.87,broken clouds,-2.89,-40.12,castelo pizzaria
674,Ambilobe,MG,68.88,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
675,Shenjiamen,CN,82.94,scattered clouds,29.96,122.3,Jinjiang Inn Zhoushan Putuo Shenjiamen
677,Dayong,CN,91.4,broken clouds,25.02,118.29,Haiyue Express Hotel
678,Tiznit,MA,77.34,clear sky,29.58,-9.5,
679,Tynda,RU,65.66,overcast clouds,55.17,124.72,Medis
681,Quatre Cocos,MU,69.01,shower rain,-20.21,57.76,Veranda Palmar Beach Hotel
682,Kemin,KG,72.34,overcast clouds,42.78,75.69,Hotel Kok-Oirok
683,Mon,IN,87.53,clear sky,26.75,95.1,NCK Cottage
684,Doctor Arroyo,MX,68.22,light rain,23.67,-100.18,Hotel Plaza
685,Shenzhen,CN,84.99,heavy intensity shower rain,22.55,114.07,Shun Hing Square
688,High Rock,BS,83.01,moderate rain,26.62,-78.28,Ocean Pearl Bonefishing Resort
689,Victoria Point,AU,73.99,clear sky,-27.58,153.3,Bay Retreat Motel
690,Half Moon Bay,US,66.2,mist,37.46,-122.43,"The Ritz-Carlton, Half Moon Bay"
694,Todos Santos,MX,79.0,clear sky,23.45,-110.22,Hotel California Todos Santos
696,Sao Francisco,BR,66.25,broken clouds,-15.95,-44.86,Pousada Peixe Vivo
